Ngân hàng,Tab,Nhóm,Yêu cầu,Diễn giải đáp ứng
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép người dùng có thể xóa các Opp tự tạo theo nguyên tắc và rule được cấu hình,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép người dùng có thể xóa các Opp tự tạo theo nguyên tắc và rule được cấu hình,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Cho phép mở lại Opp để tiếp tục xử lý dựa trên các tiêu chí cấu hình,"Không đáp ứng! Nhà thầu thiết lập hệ thống dựa trên nguyên tắc Toàn vẹn dữ liệu và Minh bạch báo cáo: - Nguyên tắc: Một khi Cơ hội bán (Oppty) đã bị xóa hoặc đưa về trạng thái Archived, hệ thống không cho phép mở lại bản ghi cũ để tiếp tục xử lý. - Mục đích: Tránh việc RM can thiệp làm thay đổi dữ liệu lịch sử và sai lệch các báo cáo phễu bán hàng (Sales Pipeline). - Hỗ trợ tra cứu: Người dùng có thẩm quyền vẫn có thể xem lại thông tin lịch sử của các Opp này trong kho dữ liệu để đối soát nhưng không được phép chỉnh sửa."
LPBank,Yêu cầu nghiệp vụ,4. Năng lực triển khai,Hệ thống cho phép cán bộ bán hàng chọn một Opp để cập nhật các kết quả tương tác bao gồm và không giới hạn các thông tin:,"Đáp ứng hoàn toàn! Hệ thống cung cấp giao diện cập nhật kết quả tương tác (Interaction Log) linh hoạt ngay trên màn hình chi tiết Cơ hội bán (Opp), hỗ trợ RM ghi nhận và điều chỉnh thông tin đầy đủ sau mỗi lần tiếp xúc khách hàng. 1. Cập nhật đa chiều: RM có quyền chỉnh sửa và bổ sung tất cả các trường thông tin quan trọng: - Thông tin chung: Khách hàng, Sản phẩm mục tiêu. - Chi tiết tương tác: Phương thức tiếp xúc (Gọi điện, Gặp mặt...), Địa điểm, Ngày hẹn tiếp theo. - Kết quả xử lý: Trạng thái Oppty, Ghi chú chi tiết, và Lý do từ chối (nếu khách hàng không đồng ý). 2. Lưu vết lịch sử (Audit Trail): Mọi thao tác chỉnh sửa, cập nhật đều được hệ thống lưu lại lịch sử thay đổi (ai sửa, nội dung gì, thời gian nào) để đảm bảo tính minh bạch. 3. Đồng bộ đa nền tảng: Tính năng này được hỗ trợ mượt mà trên cả Web Portal và Mobile App, giúp RM cập nhật kết quả ngay tại hiện trường sau khi kết thúc buổi gặp khách hàng."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Thông tin khách hàng,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Thông tin sản phẩm,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Kết quả xử lý,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Ngày hẹn khách hàng (nếu có),Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Địa điểm tiếp xúc,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Phương thức tiếp xúc,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Lý do từ chối,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Ghi chú,Theo phản hồi của nội dung 2.4.13
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Ghi chú,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"Cho phép cán bộ bán hàng phụ trách chọn nhiều Opp để thực hiện gửi SMS, gửi Email có cùng nội dung trao đổi hoặc cập nhật cùng một trạng thái xử lý (refer sang nội bộ, refer đối tác ..vv).","Đáp ứng hoàn toàn!  Hệ thống cung cấp cơ chế hỗ trợ Cán bộ bán hàng (CBBH) tương tác với nhiều khách hàng cùng lúc dựa trên các bộ quy tắc thông minh, đảm bảo tính nhất quán và tối ưu hóa thời gian tác nghiệp. 1. Sử dụng Mẫu tương tác chuẩn hóa (Templates): Hệ thống cung cấp kho mẫu Email/SMS để CBBH tương tác với nhiều khách hàng trên cùng một khung nội dung. CBBH không cần soạn lại văn bản, giúp đảm bảo thông điệp của Ngân hàng luôn chuyên nghiệp và thống nhất. 2. Khả năng Tự động hóa:  - Đối với nhu cầu gửi cho nhiều khách hàng cùng lúc trong nhiều Cơ hội bán (Oppty), hệ thống sử dụng công cụ tự động hóa quy trình (Workflow), người dùng sử dụng công cụ Tự động hóa quy trình trên giao diện Web. + CBBH hoặc quản trị viên có thể thiết lập các kịch bản gửi tự động dựa trên phân khúc khách hàng hoặc các điều kiện lọc cụ thể, đảm bảo thông điệp đến đúng đối tượng mà không cần thao tác thủ công từng người. + Tự động hóa theo Điều kiện (Triggered Workflow): Cho phép thiết lập các luồng công việc tự động. Khi các khách hàng thỏa mãn các điều kiện nghiệp vụ cụ thể, hệ thống sẽ tự động kích hoạt gửi Email/SMS chăm sóc theo kịch bản mà không cần CBBH thao tác thủ công trên từng bản ghi. - Thông báo và Chuyển tiếp nội bộ (Internal Referral): Trình soạn thảo và hệ thống điều phối cho phép gửi Email/Thông báo tới nhiều nhân sự hoặc bộ phận liên quan cùng lúc (ví dụ: Refer thông tin sang bộ phận Thẩm định/Đối tác), giúp đẩy nhanh tiến độ phối hợp nội bộ. - Lưu vết tương tác: Toàn bộ lịch sử gửi SMS/Email (bao gồm nội dung, thời gian và trạng thái gửi thành công/thất bại) đều được tự động ghi nhận vào dòng thời gian (Timeline) trên hồ sơ khách hàng để phục vụ đối soát."
LPBank,Yêu cầu nghiệp vụ,4. Năng lực triển khai,Các thông tin bao gồm và không giới hạn các thông tin:,Theo phản hồi của nội dung 2.4.14
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"-Phương thức tiếp xúc (SMS, Email ..)",Theo phản hồi của nội dung 2.4.14
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Nội dung trao đổi,Theo phản hồi của nội dung 2.4.14
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Nội dung trao đổi,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Nội dung trao đổi,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Nội dung trao đổi,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,4. Năng lực triển khai,"Hệ thống cho phép người dùng gắn Task cho Opp và theo dõi trạng thái, kết quả của task một cách tự động và thủ công bao gồm và không giới hạn các loại task","Đáp ứng hoàn toàn! Hệ thống cung cấp cơ chế quản lý công việc (Task) gắn liền với từng Cơ hội bán (Opp), đảm bảo tính kết nối chặt chẽ giữa hoạt động tác nghiệp và mục tiêu kinh doanh. Mọi thông tin đều được đồng bộ thời gian thực trên cả hai nền tảng Web và Mobile App. 1. Khởi tạo và Phân loại task linh hoạt Tạo Task theo nhu cầu: Hệ thống hỗ trợ tạo task thủ công hoặc tự động gắn trực tiếp vào Opp.  - Các phân loại task được tùy chỉnh hoàn toàn theo quy trình nghiệp vụ của Ngân hàng, bao gồm nhưng không giới hạn: Task phê duyệt giải pháp, Trình bày giải pháp, Yêu cầu chuyên gia tư vấn... - Ghi nhận thông tin chi tiết: Mỗi task đều chứa đầy đủ dữ liệu về người phụ trách, nội dung công việc, mức độ ưu tiên và thời hạn hoàn thành (Deadline). 2. Theo dõi và Giám sát tiến độ (Web & Mobile) - Hiển thị tập trung: Tại màn hình Chi tiết Opp, hệ thống cung cấp danh mục danh sách toàn bộ các task liên quan. Cán bộ bán hàng (RM) và cấp Quản lý có thể theo dõi trạng thái (Chưa thực hiện, Quá hạn, Hoàn thành), kết quả xử lý và và nội dung của từng task ngay tại một giao diện duy nhất."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Task phê duyệt giải pháp,Theo phản hồi của nội dung 2.4.15
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Trình bày giải pháp,Theo phản hồi của nội dung 2.4.15
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Yêu cầu chuyên gia tư vấn,Theo phản hồi của nội dung 2.4.15
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Yêu cầu chuyên gia tư vấn,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Yêu cầu chuyên gia tư vấn,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép cấp quản lý/ Roles có quyền sẽ phê duyệt các task khi có chỉ định từ hệ thống hoặc người dùng,"Đáp ứng một phần! Hệ thống hiện tại tập trung vào việc tối ưu hóa hiệu suất thực thi của RM. Đối với yêu cầu phê duyệt chuyên sâu, nhà thầu đề xuất phương án tuỳ biến và triển khai khi vào phân tích yêu cầu thực tế.  - Cơ chế xác nhận qua Trạng thái (Status-based): Thay vì một luồng phê duyệt phức tạp, hệ thống sử dụng các trạng thái Task (Ví dụ: Chờ xác nhận, Đã hoàn thành, Cần chỉnh sửa). Cấp quản lý dựa trên quyền hạn (Roles) có thể kiểm tra nội dung Task của nhân viên và chuyển trạng thái để xác nhận kết quả. - Thông báo định danh (Mention/Tagging): RM có thể sử dụng tính năng Ghi chú và @Tag trực tiếp tên cấp quản lý vào Task khi cần ý kiến chỉ đạo. Quản lý sẽ nhận được thông báo ngay trên Mobile App để vào kiểm tra và phản hồi. Chi phí tuỳ biến để đáp ứng hoàn toàn yêu cầu đã được bao gồm trong giá chào của gói thầu."
LPBank,Yêu cầu nghiệp vụ,2. Kỹ thuật (Technical),"- Hệ thống tự động gửi các kết quả, trạng thái xử lý Opp theo từng giai đoạn cho các hệ thống trong và ngoài ngân hàng khi có yêu cầu tích hợp","Đáp ứng vượt trội! Đây là yêu cầu cốt lõi nhằm tối ưu hóa năng suất bán hàng thực địa, đặc biệt là đối với các nghiệp vụ lưu động của CBBH. Chúng tôi đề xuất giải pháp dựa trên năng lực Tích hợp linh hoạt và Mobile-first, vốn đã được triển khai thực tế tại các ngân hàng lớn với các tiêu chuẩn vận hành sau: 1. Năng lực tích hợp và Đồng bộ dữ liệu đa tầng Hệ thống CRM đóng vai trò là ""Trung tâm điều phối"" (Orchestration), sẵn sàng kết nối và ghi nhận dữ liệu nhất quán với các hệ thống chuyên biệt của Ngân hàng: - Truyền dữ liệu (Outbound): Ngay sau khi CBBH hoàn tất nhập liệu trên CRM (đặc biệt là qua Mobile App khi đang gặp khách hàng), hệ thống tự động đẩy dữ liệu sang các hệ thống vận hành như BPM, LOS hoặc Core-banking để khởi tạo quy trình nghiệp vụ tiếp theo. - Nhận phản hồi (Inbound): Hệ thống liên tục lắng nghe và cập nhật trạng thái từ các hệ thống đích để đồng bộ ngược lại các bước (step) tương ứng trên quy trình bán của CRM, giúp CBBH nắm bắt tiến độ xử lý hồ sơ theo thời gian thực mà không cần chuyển đổi giữa nhiều ứng dụng. 2. Các practice đã triển khai thực tế tại Ngân hàng Dựa trên kinh nghiệm triển khai, chúng tôi đã hiện thực hóa các luồng nghiệp vụ phổ biến trên Mobile App như: - Tra cứu hồ sơ LOS & CIC: Tích hợp trực tiếp với hệ thống BPM và cổng Gateway của Ngân hàng để CBBH thực hiện tra cứu trạng thái hồ sơ LOS hoặc truy vấn dữ liệu CIC ngay trên Mobile (đảm bảo tuân thủ khắt khe các tiêu chuẩn bảo mật của Ngân hàng). - Phê duyệt thẻ tín dụng Online (End-to-End): CBBH khai thác cơ hội bán từ tập khách hàng Pre-approved (phê duyệt trước hạn mức), thực hiện điền form trên Mobile và đẩy dữ liệu sang BPM để khởi tạo hồ sơ. Sau đó, CRM nhận kết quả phê duyệt cuối cùng từ hệ thống Core để hoàn tất quy trình bán. - Khởi tạo hồ sơ vay nhanh: Đồng bộ các bước từ khâu tiếp cận, thẩm định sơ bộ đến khi hồ sơ được đẩy vào luồng phê duyệt tập trung. 3. Điều kiện thực thi và Vận hành Để đảm bảo luồng dữ liệu trôi chảy và nhất quán như yêu cầu, giải pháp cần sự phối hợp kỹ thuật sau: - Hệ thống API: Ngân hàng cần cung cấp các API kết nối của các hệ thống tương ứng (BPM, LOS, Core, Gateway...) để thực hiện việc truyền - nhận dữ liệu hai chiều. - Mọi thao tác nhập liệu và truyền nhận dữ liệu trên Mobile App đều được mã hóa và tuân thủ các giao thức bảo mật hệ thống của Ngân hàng, đảm bảo dữ liệu khách hàng được bảo vệ tuyệt đối trong suốt quy trình bán."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống tự động cập nhật theo thời gian thực thông tin kết quả trạng thái xử lý Opp theo từng bước/ giai đoạn triển khai trong quy trình xử lý Opp,"Đáp ứng hoàn toàn! Hệ thống được thiết kế với kiến trúc dữ liệu tập trung, đảm bảo mọi biến động của Cơ hội bán (Opp) đều được cập nhật và hiển thị theo thời gian thực (Real-time). - Cập nhật nhanh trạng thái xử lý Cơ hội bán (Oppty) theo từng bước: Ngay khi Cán bộ bán hàng (RM) thực hiện một hành động (Ví dụ: hoàn thành Task tư vấn, điền Survey khách hàng, hoặc cập nhật kết quả tiếp xúc), hệ thống sẽ tự động chuyển trạng thái Opp sang bước/giai đoạn tương ứng trong quy trình bán hàng đã cấu hình. - Cập nhật đa kênh: Dữ liệu được đồng bộ tức thì trên cả Web Portal và Mobile App. Khi RM cập nhật tại hiện trường qua điện thoại, cấp Quản lý có thể theo dõi ngay lập tức trên Dashboard điều hành. - Lưu vết thời gian (Timestamp): Mỗi lần thay đổi trạng thái đều được hệ thống ghi nhận thời gian chính xác, giúp đo lường SLA xử lý giữa các giai đoạn một cách minh bạch."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống tự động cập nhật theo thời gian thực thông tin kết quả trạng thái xử lý Opp theo từng bước/ giai đoạn triển khai trong quy trình xử lý Opp,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống cho phép đồng bộ các kết quả hoặc dữ liệu từ hệ CRM sang hệ thống khác,"Đáp ứng vượt trội! Đây là yêu cầu cốt lõi nhằm tối ưu hóa năng suất bán hàng thực địa, đặc biệt là đối với các nghiệp vụ lưu động của CBBH. Chúng tôi đề xuất giải pháp dựa trên năng lực Tích hợp linh hoạt và Mobile-first, vốn đã được triển khai thực tế tại các ngân hàng lớn với các tiêu chuẩn vận hành sau: 1. Năng lực tích hợp và Đồng bộ dữ liệu đa tầng Hệ thống CRM đóng vai trò là ""Trung tâm điều phối"" (Orchestration), sẵn sàng kết nối và ghi nhận dữ liệu nhất quán với các hệ thống chuyên biệt của Ngân hàng: - Truyền dữ liệu (Outbound): Ngay sau khi CBBH hoàn tất nhập liệu trên CRM (đặc biệt là qua Mobile App khi đang gặp khách hàng), hệ thống tự động đẩy dữ liệu sang các hệ thống vận hành như BPM, LOS hoặc Core-banking để khởi tạo quy trình nghiệp vụ tiếp theo. - Nhận phản hồi (Inbound): Hệ thống liên tục lắng nghe và cập nhật trạng thái từ các hệ thống đích để đồng bộ ngược lại các bước (step) tương ứng trên quy trình bán của CRM, giúp CBBH nắm bắt tiến độ xử lý hồ sơ theo thời gian thực mà không cần chuyển đổi giữa nhiều ứng dụng. 2. Các practice đã triển khai thực tế tại Ngân hàng Dựa trên kinh nghiệm triển khai, chúng tôi đã hiện thực hóa các luồng nghiệp vụ phổ biến trên Mobile App như: - Tra cứu hồ sơ LOS & CIC: Tích hợp trực tiếp với hệ thống BPM và cổng Gateway của Ngân hàng để CBBH thực hiện tra cứu trạng thái hồ sơ LOS hoặc truy vấn dữ liệu CIC ngay trên Mobile (đảm bảo tuân thủ khắt khe các tiêu chuẩn bảo mật của Ngân hàng). - Phê duyệt thẻ tín dụng Online (End-to-End): CBBH khai thác cơ hội bán từ tập khách hàng Pre-approved (phê duyệt trước hạn mức), thực hiện điền form trên Mobile và đẩy dữ liệu sang BPM để khởi tạo hồ sơ. Sau đó, CRM nhận kết quả phê duyệt cuối cùng từ hệ thống Core để hoàn tất quy trình bán. - Khởi tạo hồ sơ vay nhanh: Đồng bộ các bước từ khâu tiếp cận, thẩm định sơ bộ đến khi hồ sơ được đẩy vào luồng phê duyệt tập trung. 3. Điều kiện thực thi và Vận hành Để đảm bảo luồng dữ liệu trôi chảy và nhất quán như yêu cầu, giải pháp cần sự phối hợp kỹ thuật sau: - Hệ thống API: Ngân hàng cần cung cấp các API kết nối của các hệ thống tương ứng (BPM, LOS, Core, Gateway...) để thực hiện việc truyền - nhận dữ liệu hai chiều. - Mọi thao tác nhập liệu và truyền nhận dữ liệu trên Mobile App đều được mã hóa và tuân thủ các giao thức bảo mật hệ thống của Ngân hàng, đảm bảo dữ liệu khách hàng được bảo vệ tuyệt đối trong suốt quy trình bán."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống cho phép đồng bộ các kết quả hoặc dữ liệu từ hệ CRM sang hệ thống khác,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống cho phép đồng bộ các kết quả hoặc dữ liệu từ hệ CRM sang hệ thống khác,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống tự động cập nhật theo thời gian thực thông tin kết quả trạng thái xử lý Opp theo từng bước/ giai đoạn triển khai trong quy trình xử lý Opp,"Đáp ứng hoàn toàn! Hệ thống được thiết kế với kiến trúc dữ liệu tập trung, đảm bảo mọi biến động của Cơ hội bán (Opp) đều được cập nhật và hiển thị theo thời gian thực (Real-time). - Cập nhật nhanh trạng thái xử lý Cơ hội bán (Oppty) theo từng bước: Ngay khi Cán bộ bán hàng (RM) thực hiện một hành động (Ví dụ: hoàn thành Task tư vấn, điền Survey khách hàng, hoặc cập nhật kết quả tiếp xúc), hệ thống sẽ tự động chuyển trạng thái Opp sang bước/giai đoạn tương ứng trong quy trình bán hàng đã cấu hình. - Cập nhật đa kênh: Dữ liệu được đồng bộ tức thì trên cả Web Portal và Mobile App. Khi RM cập nhật tại hiện trường qua điện thoại, cấp Quản lý có thể theo dõi ngay lập tức trên Dashboard điều hành. - Lưu vết thời gian (Timestamp): Mỗi lần thay đổi trạng thái đều được hệ thống ghi nhận thời gian chính xác, giúp đo lường SLA xử lý giữa các giai đoạn một cách minh bạch."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),- Hệ thống tự động cập nhật theo thời gian thực thông tin kết quả trạng thái xử lý Opp theo từng bước/ giai đoạn triển khai trong quy trình xử lý Opp,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),"- Hệ thống có khả năng tự đo lường được thời gian xủ lý Opp, khả năng dự báo kết quả tư vấn theo  nguyên tắc cấu hình sẵn.","Đáp ứng một phần! Hệ thống cung cấp bộ công cụ quản trị hiệu suất mạnh mẽ, cho phép đo lường chi tiết thời gian xử lý và đưa ra các dự báo định lượng về khả năng thành công của từng Cơ hội bán (Opp). 1. Nội dung có sẵn - Tự động đo lường thời gian xử lý (SLA Management) Hệ thống sử dụng cơ chế SLA (Service Level Agreement) để giám sát toàn bộ vòng đời của Oppty: - Đo lường thời gian thực: Tự động tính toán thời gian Opp nằm tại mỗi bước trong quy trình (Ví dụ: Thời gian từ lúc nhận Opp đến lúc liên hệ lần đầu, thời gian thẩm định...). - Cảnh báo vi phạm: Nếu thời gian xử lý vượt quá ngưỡng cấu hình sẵn, hệ thống tự động gửi thông báo (Push Notification/Email) tới RM và cấp Quản lý để can thiệp kịp thời. - Báo cáo hiệu suất: Tổng hợp dữ liệu SLA để đánh giá năng lực xử lý của từng cá nhân, chi nhánh, giúp nhận diện các ""điểm nghẽn"" trong quy trình bán hàng. 2. Nội dung chưa có sẵn - cần tuỳ biến - Dự báo doanh thu thông minh Dựa trên các nguyên tắc cấu hình (Rules) hoặc lịch sử tương tác, hệ thống đưa ra dự báo về khả năng chốt deal. Thay vì chỉ lấy [Giá trị Opp] x [% thành công của bước] (con số tĩnh), AI của Mobio thực hiện dự báo động: - Phân tích xác suất thực tế: AI học từ hàng ngàn Oppty trong quá khứ để nhận diện: ""Với sản phẩm Vay mua nhà, nếu khách hàng ở bước 'Thẩm định' quá 5 ngày thì tỷ lệ chốt thực tế chỉ còn 30% thay vì 50% như cấu hình"". - Dự báo dòng tiền (Cashflow Forecast): AI dự đoán chính xác thời điểm dòng tiền về (khi nào khách giải ngân) dựa trên tốc độ xử lý trung bình của từng RM hoặc từng chi nhánh, giúp ngân hàng chủ động nguồn vốn. - Phát hiện Oppty ""ảo"": AI cảnh báo các Opp có giá trị bất thường hoặc đứng yên quá lâu, loại bỏ chúng khỏi dự báo để con số doanh thu tiềm năng sát với thực tế nhất. 3. Tuyên bố về chi phí Chi phí tuỳ biến để đáp ứng hoàn toàn yêu cầu đã được bao gồm trong giá chào của gói thầu."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép Opp chuyển nhanh trạng thái khi người dùng lựa chọn theo các điều kiện đã được cấu hình,"Đáp ứng vượt trội! Hệ thống cung cấp cơ chế giám sát thực thi linh hoạt thông qua Tự động hóa quy trình bán hàng (Sales Automation) và Luồng công việc thông minh (Workflow) để xử lý các Cơ hội bán (CHB) thiếu tương tác. Tuỳ mức độ phức tạp của luồng giám sát tự động mà Ngân hàng có thể lựa chọn công cụ phù hợp: 1. Tự động hóa ngay tại Quy trình bán (Sales Automation) Đây là giải pháp đơn giản, trực quan nhưng mạnh mẽ, được thiết lập riêng biệt cho từng quy trình bán hàng cụ thể (Pipeline). Ngay khi CHB rơi vào trạng thái ""đứng yên"" quá lâu so với quy định: - Hành động tức thì: Hệ thống tự động thực hiện các tác vụ đơn giản như tự động chuyển CHB sang một trạng thái khác (ví dụ ""Thành công"") hoặc gửi cảnh báo cho nhân sự phụ trách hoặc trong yêu cầu cụ thể ở đây là chuyển cơ hội bán cho một CBB khác. - Bộ điều kiện/trigger và hành động đa dạng, có thể ứng dụng cho nhiều kịch bản khác nhau. - Ưu điểm: Dễ cấu hình, bám sát các bước trong phễu bán hàng và giúp RM/CBB nhìn thấy ngay sự thay đổi trạng thái của cơ hội ngay trên màn hình quản lý Cơ hội bán. 2. Luồng xử lý phức tạp và đa tầng (Workflow) Đối với các yêu cầu điều phối chuyên sâu hơn, hệ thống sử dụng bộ máy Workflow để thực hiện các kịch bản ""lắng nghe"" và phản ứng tự động: - Kích hoạt dựa trên điều kiện (Trigger-based): Workflow liên tục theo dõi các tín hiệu như: CHB không có tương tác mới, hoặc vượt quá khung giờ xử lý theo SLA... Khi thỏa mãn điều kiện, Workflow sẽ kích hoạt đồng thời một chuỗi tác vụ phức tạp, ví dụ như: + (1) Chuyển trạng thái cơ hội bán về bước đầu tiên trong quy trình, ví dụ ""Liên hệ khách hàng"" + (2) Cảnh báo & Thông báo: Bắn thông báo qua Web/Mobile App cho CBB và cấp quản lý. + (4) Điều chuyển dữ liệu: Tự động thu hồi CHB về Hàng chờ phân công chung để Trưởng đơn vị phân công lại, hoặc phân công lại theo luật tự động của hệ thống. + (5) Khởi tạo công việc: Tự động tạo Task mới cho nhân sự tiếp nhận kèm theo các chỉ dẫn xử lý tiếp theo. Tùy vào mức độ phức tạp của nghiệp vụ tại Ngân hàng, người dùng có thể lựa chọn: - Sử dụng Sales Automation để xử lý nhanh các thay đổi trạng thái cơ bản trong quy trình. - Sử dụng Workflow để thực hiện các nghiệp vụ điều phối liên phòng ban, thông báo đa cấp và quản trị kỷ luật SLA nghiêm ngặt."
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép Opp chuyển nhanh trạng thái khi người dùng lựa chọn theo các điều kiện đã được cấu hình,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống cho phép Opp chuyển nhanh trạng thái khi người dùng lựa chọn theo các điều kiện đã được cấu hình,[MISSING_DATA]
LPBank,Yêu cầu nghiệp vụ,1. Nghiệp vụ (Functional),Hệ thống won opp tự động dựa trên việc đồng bộ thông tin giữa các hệ thống hiện hữu của Ngân hàng,"Đáp ứng vượt trội! Đây là yêu cầu cốt lõi nhằm tối ưu hóa năng suất bán hàng thực địa, đặc biệt là đối với các nghiệp vụ lưu động của CBBH. Chúng tôi đề xuất giải pháp dựa trên năng lực Tích hợp linh hoạt và Mobile-first, vốn đã được triển khai thực tế tại các ngân hàng lớn với các tiêu chuẩn vận hành sau: 1. Năng lực tích hợp và Đồng bộ dữ liệu đa tầng Hệ thống CRM đóng vai trò là ""Trung tâm điều phối"" (Orchestration), sẵn sàng kết nối và ghi nhận dữ liệu nhất quán với các hệ thống chuyên biệt của Ngân hàng: - Truyền dữ liệu (Outbound): Ngay sau khi CBBH hoàn tất nhập liệu trên CRM (đặc biệt là qua Mobile App khi đang gặp khách hàng), hệ thống tự động đẩy dữ liệu sang các hệ thống vận hành như BPM, LOS hoặc Core-banking để khởi tạo quy trình nghiệp vụ tiếp theo. - Nhận phản hồi (Inbound): Hệ thống liên tục lắng nghe và cập nhật trạng thái từ các hệ thống đích để đồng bộ ngược lại các bước (step) tương ứng trên quy trình bán của CRM, giúp CBBH nắm bắt tiến độ xử lý hồ sơ theo thời gian thực mà không cần chuyển đổi giữa nhiều ứng dụng. 2. Các practice đã triển khai thực tế tại Ngân hàng Dựa trên kinh nghiệm triển khai, chúng tôi đã hiện thực hóa các luồng nghiệp vụ phổ biến trên Mobile App như: - Phê duyệt thẻ tín dụng Online (End-to-End): CBBH khai thác cơ hội bán từ tập khách hàng Pre-approved (phê duyệt trước hạn mức), thực hiện điền form trên Mobile và đẩy dữ liệu sang BPM để khởi tạo hồ sơ. Sau đó, CRM nhận kết quả phê duyệt cuối cùng từ hệ thống Core để hoàn tất quy trình bán.  - Khởi tạo hồ sơ vay nhanh: Đồng bộ các bước từ khâu tiếp cận, thẩm định sơ bộ đến khi hồ sơ được đẩy vào luồng phê duyệt tập trung. Với các practice đã nêu, khi CRM nhận tín hiệu từ hệ thống BPM (là Hồ sơ được duyệt), hệ thống thực hiện luồng cập nhật tự động, đưa Cơ hội bán về trạng thái Thành Công (Won).  - Luồng cập nhật tự động này có thể cài đặt theo kịch bản của nghiệp vụ.  3. Điều kiện thực thi và Vận hành Để đảm bảo luồng dữ liệu trôi chảy và nhất quán như yêu cầu, giải pháp cần sự phối hợp kỹ thuật sau: - Hệ thống API: Ngân hàng cần cung cấp các API kết nối của các hệ thống tương ứng (BPM, LOS, Core, Gateway...) để thực hiện việc truyền - nhận dữ liệu hai chiều. - Mọi thao tác nhập liệu và truyền nhận dữ liệu trên Mobile App đều được mã hóa và tuân thủ các giao thức bảo mật hệ thống của Ngân hàng, đảm bảo dữ liệu khách hàng được bảo vệ tuyệt đối trong suốt quy trình bán."""
